1	"bla"	"dswd"	"ads"	"ad"	1	1	"bla"	"dswd"	"ads"	"ad"	1	2	9	99
2	"bla"	"dswd"	"ads"	"ad"	1	2	"bla"	"dswd"	"ads"	"ad"	1	4	18	198
3	"bla"	"dswd"	"ads"	"ad"	1	3	"bla"	"dswd"	"ads"	"ad"	1	6	27	297
4	"bla"	"dswd"	"ads"	"ad"	1	4	"bla"	"dswd"	"ads"	"ad"	1	8	36	396
5	"bla"	"dswd"	"ads"	"ad"	1	5	"bla"	"dswd"	"ads"	"ad"	1	10	45	495
6	"bla"	"dswd"	"ads"	"ad"	1	6	"bla"	"dswd"	"ads"	"ad"	1	12	54	594
7	"bla"	"dswd"	"ads"	"ad"	1	7	"bla"	"dswd"	"ads"	"ad"	1	14	63	693
8	"bla"	"dswd"	"ads"	"ad"	1	8	"bla"	"dswd"	"ads"	"ad"	1	16	72	792
9	"bla"	"dswd"	"ads"	"ad"	1	9	"bla"	"dswd"	"ads"	"ad"	1	18	81	891
10	"bla"	"dswd"	"ads"	"ad"	1	10	"bla"	"dswd"	"ads"	"ad"	1	20	90	990
11	"bla"	"dswd"	"ads"	"ad"	1	11	"bla"	"dswd"	"ads"	"ad"	1	22	99	1089
12	"bla"	"dswd"	"ads"	"ad"	1	12	"bla"	"dswd"	"ads"	"ad"	1	24	108	1188
13	"bla"	"dswd"	"ads"	"ad"	1	13	"bla"	"dswd"	"ads"	"ad"	1	26	117	1287
14	"bla"	"dswd"	"ads"	"ad"	1	14	"bla"	"dswd"	"ads"	"ad"	1	28	126	1386
15	"bla"	"dswd"	"ads"	"ad"	1	15	"bla"	"dswd"	"ads"	"ad"	1	30	135	1485
16	"bla"	"dswd"	"ads"	"ad"	1	16	"bla"	"dswd"	"ads"	"ad"	1	32	144	1584
17	"bla"	"dswd"	"ads"	"ad"	1	17	"bla"	"dswd"	"ads"	"ad"	1	34	153	1683
18	"bla"	"dswd"	"ads"	"ad"	1	18	"bla"	"dswd"	"ads"	"ad"	1	36	162	1782
19	"bla"	"dswd"	"ads"	"ad"	1	19	"bla"	"dswd"	"ads"	"ad"	1	38	171	1881
20	"bla"	"dswd"	"ads"	"ad"	1	20	"bla"	"dswd"	"ads"	"ad"	1	40	180	1980
21	"bla"	"dswd"	"ads"	"ad"	1	21	"bla"	"dswd"	"ads"	"ad"	1	42	189	2079
22	"bla"	"dswd"	"ads"	"ad"	1	22	"bla"	"dswd"	"ads"	"ad"	1	44	198	2178
23	"bla"	"dswd"	"ads"	"ad"	1	23	"bla"	"dswd"	"ads"	"ad"	1	46	207	2277
24	"bla"	"dswd"	"ads"	"ad"	1	24	"bla"	"dswd"	"ads"	"ad"	1	48	216	2376
25	"bla"	"dswd"	"ads"	"ad"	1	25	"bla"	"dswd"	"ads"	"ad"	1	50	225	2475
26	"bla"	"dswd"	"ads"	"ad"	1	26	"bla"	"dswd"	"ads"	"ad"	1	52	234	2574
27	"bla"	"dswd"	"ads"	"ad"	1	27	"bla"	"dswd"	"ads"	"ad"	1	54	243	2673
28	"bla"	"dswd"	"ads"	"ad"	1	28	"bla"	"dswd"	"ads"	"ad"	1	56	252	2772
29	"bla"	"dswd"	"ads"	"ad"	1	29	"bla"	"dswd"	"ads"	"ad"	1	58	261	2871
30	"bla"	"dswd"	"ads"	"ad"	1	30	"bla"	"dswd"	"ads"	"ad"	1	60	270	2970
31	"bla"	"dswd"	"ads"	"ad"	1	31	"bla"	"dswd"	"ads"	"ad"	1	62	279	3069
32	"bla"	"dswd"	"ads"	"ad"	1	32	"bla"	"dswd"	"ads"	"ad"	1	64	288	3168
33	"bla"	"dswd"	"ads"	"ad"	1	33	"bla"	"dswd"	"ads"	"ad"	1	66	297	3267
34	"bla"	"dswd"	"ads"	"ad"	1	34	"bla"	"dswd"	"ads"	"ad"	1	68	306	3366
35	"bla"	"dswd"	"ads"	"ad"	1	35	"bla"	"dswd"	"ads"	"ad"	1	70	315	3465
36	"bla"	"dswd"	"ads"	"ad"	1	36	"bla"	"dswd"	"ads"	"ad"	1	72	324	3564
37	"bla"	"dswd"	"ads"	"ad"	1	37	"bla"	"dswd"	"ads"	"ad"	1	74	333	3663
38	"bla"	"dswd"	"ads"	"ad"	1	38	"bla"	"dswd"	"ads"	"ad"	1	76	342	3762
39	"bla"	"dswd"	"ads"	"ad"	1	39	"bla"	"dswd"	"ads"	"ad"	1	78	351	3861
40	"bla"	"dswd"	"ads"	"ad"	1	40	"bla"	"dswd"	"ads"	"ad"	1	80	360	3960
41	"bla"	"dswd"	"ads"	"ad"	1	41	"bla"	"dswd"	"ads"	"ad"	1	82	369	4059
42	"bla"	"dswd"	"ads"	"ad"	1	42	"bla"	"dswd"	"ads"	"ad"	1	84	378	4158
43	"bla"	"dswd"	"ads"	"ad"	1	43	"bla"	"dswd"	"ads"	"ad"	1	86	387	4257
44	"bla"	"dswd"	"ads"	"ad"	1	44	"bla"	"dswd"	"ads"	"ad"	1	88	396	4356
45	"bla"	"dswd"	"ads"	"ad"	1	45	"bla"	"dswd"	"ads"	"ad"	1	90	405	4455
46	"bla"	"dswd"	"ads"	"ad"	1	46	"bla"	"dswd"	"ads"	"ad"	1	92	414	4554
47	"bla"	"dswd"	"ads"	"ad"	1	47	"bla"	"dswd"	"ads"	"ad"	1	94	423	4653
48	"bla"	"dswd"	"ads"	"ad"	1	48	"bla"	"dswd"	"ads"	"ad"	1	96	432	4752
49	"bla"	"dswd"	"ads"	"ad"	1	49	"bla"	"dswd"	"ads"	"ad"	1	98	441	4851
50	"bla"	"dswd"	"ads"	"ad"	1	50	"bla"	"dswd"	"ads"	"ad"	1	100	450	4950
51	"bla"	"dswd"	"ads"	"ad"	1	51	"bla"	"dswd"	"ads"	"ad"	1	102	459	5049
52	"bla"	"dswd"	"ads"	"ad"	1	52	"bla"	"dswd"	"ads"	"ad"	1	104	468	5148
53	"bla"	"dswd"	"ads"	"ad"	1	53	"bla"	"dswd"	"ads"	"ad"	1	106	477	5247
54	"bla"	"dswd"	"ads"	"ad"	1	54	"bla"	"dswd"	"ads"	"ad"	1	108	486	5346
55	"bla"	"dswd"	"ads"	"ad"	1	55	"bla"	"dswd"	"ads"	"ad"	1	110	495	5445
56	"bla"	"dswd"	"ads"	"ad"	1	56	"bla"	"dswd"	"ads"	"ad"	1	112	504	5544
57	"bla"	"dswd"	"ads"	"ad"	1	57	"bla"	"dswd"	"ads"	"ad"	1	114	513	5643
58	"bla"	"dswd"	"ads"	"ad"	1	58	"bla"	"dswd"	"ads"	"ad"	1	116	522	5742
59	"bla"	"dswd"	"ads"	"ad"	1	59	"bla"	"dswd"	"ads"	"ad"	1	118	531	5841
60	"bla"	"dswd"	"ads"	"ad"	1	60	"bla"	"dswd"	"ads"	"ad"	1	120	540	5940
61	"bla"	"dswd"	"ads"	"ad"	1	61	"bla"	"dswd"	"ads"	"ad"	1	122	549	6039
62	"bla"	"dswd"	"ads"	"ad"	1	62	"bla"	"dswd"	"ads"	"ad"	1	124	558	6138
63	"bla"	"dswd"	"ads"	"ad"	1	63	"bla"	"dswd"	"ads"	"ad"	1	126	567	6237
64	"bla"	"dswd"	"ads"	"ad"	1	64	"bla"	"dswd"	"ads"	"ad"	1	128	576	6336
65	"bla"	"dswd"	"ads"	"ad"	1	65	"bla"	"dswd"	"ads"	"ad"	1	130	585	6435
66	"bla"	"dswd"	"ads"	"ad"	1	66	"bla"	"dswd"	"ads"	"ad"	1	132	594	6534
67	"bla"	"dswd"	"ads"	"ad"	1	67	"bla"	"dswd"	"ads"	"ad"	1	134	603	6633
68	"bla"	"dswd"	"ads"	"ad"	1	68	"bla"	"dswd"	"ads"	"ad"	1	136	612	6732
69	"bla"	"dswd"	"ads"	"ad"	1	69	"bla"	"dswd"	"ads"	"ad"	1	138	621	6831
70	"bla"	"dswd"	"ads"	"ad"	1	70	"bla"	"dswd"	"ads"	"ad"	1	140	630	6930
71	"bla"	"dswd"	"ads"	"ad"	1	71	"bla"	"dswd"	"ads"	"ad"	1	142	639	7029
72	"bla"	"dswd"	"ads"	"ad"	1	72	"bla"	"dswd"	"ads"	"ad"	1	144	648	7128
73	"bla"	"dswd"	"ads"	"ad"	1	73	"bla"	"dswd"	"ads"	"ad"	1	146	657	7227
74	"bla"	"dswd"	"ads"	"ad"	1	74	"bla"	"dswd"	"ads"	"ad"	1	148	666	7326
75	"bla"	"dswd"	"ads"	"ad"	1	75	"bla"	"dswd"	"ads"	"ad"	1	150	675	7425
76	"bla"	"dswd"	"ads"	"ad"	1	76	"bla"	"dswd"	"ads"	"ad"	1	152	684	7524
77	"bla"	"dswd"	"ads"	"ad"	1	77	"bla"	"dswd"	"ads"	"ad"	1	154	693	7623
78	"bla"	"dswd"	"ads"	"ad"	1	78	"bla"	"dswd"	"ads"	"ad"	1	156	702	7722
79	"bla"	"dswd"	"ads"	"ad"	1	79	"bla"	"dswd"	"ads"	"ad"	1	158	711	7821
80	"bla"	"dswd"	"ads"	"ad"	1	80	"bla"	"dswd"	"ads"	"ad"	1	160	720	7920
81	"bla"	"dswd"	"ads"	"ad"	1	81	"bla"	"dswd"	"ads"	"ad"	1	162	729	8019
82	"bla"	"dswd"	"ads"	"ad"	1	82	"bla"	"dswd"	"ads"	"ad"	1	164	738	8118
83	"bla"	"dswd"	"ads"	"ad"	1	83	"bla"	"dswd"	"ads"	"ad"	1	166	747	8217
84	"bla"	"dswd"	"ads"	"ad"	1	84	"bla"	"dswd"	"ads"	"ad"	1	168	756	8316
85	"bla"	"dswd"	"ads"	"ad"	1	85	"bla"	"dswd"	"ads"	"ad"	1	170	765	8415
86	"bla"	"dswd"	"ads"	"ad"	1	86	"bla"	"dswd"	"ads"	"ad"	1	172	774	8514
87	"bla"	"dswd"	"ads"	"ad"	1	87	"bla"	"dswd"	"ads"	"ad"	1	174	783	8613
88	"bla"	"dswd"	"ads"	"ad"	1	88	"bla"	"dswd"	"ads"	"ad"	1	176	792	8712
89	"bla"	"dswd"	"ads"	"ad"	1	89	"bla"	"dswd"	"ads"	"ad"	1	178	801	8811
